Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Category
5,85,No,9,8,71,Moderate
2,93,No,5,3,68,Moderate
5,72,No,7,3,60,Optimal Balance
9,97,No,5,7,95,Stressed Burnout
1,80,Yes,4,3,51,Moderate
5,98,Yes,6,2,84,Moderate
6,78,No,9,6,68,Moderate
7,62,Yes,8,4,54,Moderate
9,82,No,8,8,79,Moderate
6,94,No,6,4,83,Moderate
5,41,Yes,4,8,28,Moderate
7,41,No,4,5,31,Stressed Burnout
1,77,No,7,5,50,Moderate
5,94,Yes,4,5,79,Moderate
2,90,Yes,7,6,64,Moderate
4,68,Yes,5,3,53,Moderate
7,91,Yes,6,3,81,Moderate
5,85,Yes,5,8,70,Moderate
6,99,Yes,5,6,85,Moderate
2,42,No,5,9,20,Moderate
3,78,Yes,5,5,60,Moderate
7,46,Yes,8,0,36,Moderate
2,75,No,4,6,49,Moderate
6,68,No,6,5,56,Moderate
5,94,Yes,6,3,79,Moderate
1,76,No,9,7,53,Moderate
4,88,No,5,6,70,Moderate
2,97,No,6,7,74,Moderate
4,75,No,7,8,60,Optimal Balance
1,62,No,6,0,32,Moderate
2,84,No,5,2,59,Moderate
8,55,No,6,1,48,Moderate
6,87,Yes,4,2,74,Moderate
2,70,No,5,1,46,Moderate
6,73,Yes,8,5,63,Optimal Balance
9,89,No,4,8,87,Stressed Burnout
7,40,No,6,1,29,Moderate
9,57,Yes,8,3,51,Moderate
5,97,No,9,4,81,Moderate
7,79,No,4,4,70,Stressed Burnout
7,82,Yes,9,0,75,Moderate
3,95,No,7,5,75,Moderate
7,95,No,4,4,85,Stressed Burnout
1,54,Yes,8,5,28,Moderate
9,87,Yes,9,3,84,Moderate
6,88,No,7,5,76,Optimal Balance
5,56,Yes,9,8,43,Moderate
7,83,No,6,0,73,Moderate
5,49,No,5,5,33,Moderate
5,59,Yes,9,0,45,Moderate
7,45,Yes,6,6,38,Moderate
7,47,Yes,5,3,39,Stressed Burnout
3,84,Yes,5,5,67,Moderate
3,73,No,8,6,53,Moderate
3,71,Yes,7,4,50,Moderate
6,90,Yes,7,8,80,Optimal Balance
6,93,No,4,7,80,Moderate
3,81,No,6,2,60,Moderate
3,43,No,8,0,23,Moderate
8,83,No,9,9,80,Moderate
8,89,No,6,7,83,Moderate
7,78,No,9,3,72,Moderate
4,59,No,9,6,46,Moderate
4,63,No,9,3,45,Moderate
3,63,No,4,6,42,Moderate
5,94,Yes,4,0,78,Moderate
3,65,Yes,8,0,43,Moderate
8,64,No,4,1,55,Stressed Burnout
7,75,Yes,8,4,67,Moderate
3,46,No,4,9,28,Moderate
9,49,No,7,5,48,Inefficient High Effort
5,97,No,8,1,81,Optimal Balance
9,86,No,7,0,84,Inefficient High Effort
7,51,Yes,7,8,41,Moderate
7,40,Yes,8,6,31,Moderate
6,91,No,6,7,83,Moderate
2,89,Yes,5,5,70,Moderate
9,64,Yes,4,8,57,Stressed Burnout
6,55,No,9,7,45,Moderate
8,44,No,4,3,37,Stressed Burnout
1,58,Yes,9,4,33,Moderate
5,43,Yes,6,1,28,Moderate
1,45,No,5,0,16,Moderate
8,65,No,6,5,60,Moderate
8,88,Yes,5,2,81,Stressed Burnout
1,78,No,8,3,54,Moderate
9,95,No,8,0,94,Moderate
2,94,No,9,5,74,Moderate
9,78,Yes,7,7,76,Inefficient High Effort
1,48,Yes,7,9,19,Moderate
9,84,No,9,3,83,Moderate
4,91,Yes,8,9,73,Optimal Balance
9,53,No,9,7,52,Moderate
7,87,Yes,7,9,81,Moderate
6,94,Yes,9,2,84,Moderate
5,48,Yes,8,6,35,Optimal Balance
9,54,No,6,2,53,Inefficient High Effort
2,76,No,4,5,55,Moderate
2,89,No,8,3,66,Moderate
9,92,Yes,9,5,87,Moderate
3,59,No,8,6,43,Moderate
8,47,No,8,7,39,Moderate
9,71,No,7,5,68,Inefficient High Effort
8,86,No,9,3,81,Moderate
4,60,Yes,7,8,45,Optimal Balance
1,96,No,9,6,75,Moderate
4,80,No,7,8,64,Optimal Balance
9,58,Yes,7,2,54,Inefficient High Effort
2,68,No,6,4,45,Moderate
3,97,Yes,8,0,75,Moderate
8,70,Yes,6,7,64,Moderate
6,93,Yes,7,0,81,Optimal Balance
8,45,No,6,0,39,Moderate
7,43,Yes,8,6,38,Moderate
5,82,Yes,8,7,72,Optimal Balance
9,68,Yes,7,2,67,Inefficient High Effort
4,81,No,8,1,66,Optimal Balance
6,42,Yes,6,6,32,Moderate
2,40,Yes,5,9,17,Moderate
2,83,Yes,8,4,59,Moderate
2,94,No,6,0,70,Moderate
7,54,Yes,6,1,41,Moderate
2,86,Yes,6,2,62,Moderate
2,60,No,8,5,38,Moderate
9,85,No,5,0,81,Stressed Burnout
7,97,No,7,7,88,Moderate
3,70,Yes,7,1,46,Moderate
3,46,Yes,8,4,25,Moderate
7,56,Yes,8,7,48,Moderate
5,95,Yes,4,4,81,Moderate
6,58,No,9,7,49,Moderate
8,78,Yes,5,5,72,Stressed Burnout
9,99,No,6,6,96,Inefficient High Effort
1,42,Yes,9,7,17,Moderate
3,69,Yes,6,2,48,Moderate
7,74,Yes,9,4,69,Moderate
6,97,No,7,9,85,Optimal Balance
7,96,No,9,6,85,Moderate
8,68,No,8,8,64,Moderate
6,89,No,5,5,79,Moderate
3,91,Yes,7,9,74,Moderate
2,93,Yes,9,0,69,Moderate
7,53,Yes,5,7,44,Stressed Burnout
1,74,Yes,8,5,50,Moderate
3,67,Yes,6,0,48,Moderate
4,97,No,4,3,77,Moderate
1,69,No,5,5,46,Moderate
5,65,Yes,6,9,51,Moderate
3,46,Yes,5,0,23,Moderate
2,78,Yes,5,9,56,Moderate
3,70,Yes,5,4,47,Moderate
8,44,No,8,2,42,Moderate
6,74,Yes,7,6,64,Optimal Balance
7,89,Yes,5,7,80,Stressed Burnout
6,86,Yes,8,2,73,Optimal Balance
6,91,Yes,4,9,80,Moderate
3,53,No,7,2,34,Moderate
8,75,Yes,8,2,69,Moderate
7,66,No,4,5,54,Stressed Burnout
7,63,No,7,5,56,Moderate
6,79,Yes,8,2,66,Optimal Balance
5,68,Yes,4,5,53,Moderate
8,92,Yes,8,8,89,Moderate
5,84,Yes,4,7,70,Moderate
9,61,Yes,5,6,59,Stressed Burnout
9,47,No,5,6,41,Stressed Burnout
1,54,No,7,7,28,Moderate
6,88,No,4,6,75,Moderate
7,44,No,5,2,34,Stressed Burnout
3,91,No,7,7,68,Moderate
7,43,Yes,6,7,32,Moderate
7,50,Yes,5,0,44,Stressed Burnout
2,57,No,5,9,35,Moderate
7,81,Yes,9,4,74,Moderate
1,88,Yes,8,4,64,Moderate
5,69,No,6,0,57,Moderate
9,54,No,4,5,46,Stressed Burnout
7,45,No,7,5,36,Moderate
7,94,Yes,6,3,85,Moderate
2,92,No,4,5,71,Moderate
8,55,No,5,5,49,Stressed Burnout
3,86,Yes,9,0,71,Moderate
8,79,Yes,7,4,76,Moderate
3,48,No,7,1,26,Moderate
7,82,Yes,6,6,74,Moderate
2,98,No,8,8,78,Moderate
4,73,Yes,4,8,59,Moderate
6,66,No,9,8,55,Moderate
9,52,Yes,9,6,51,Moderate
5,75,Yes,6,6,57,Moderate
9,66,Yes,8,0,63,Moderate
5,48,No,8,5,37,Optimal Balance
8,44,No,8,4,41,Moderate
1,90,No,7,7,67,Moderate
7,61,Yes,4,7,56,Stressed Burnout
4,70,Yes,4,3,51,Moderate
5,42,Yes,6,0,26,Moderate
6,69,No,5,5,56,Moderate
5,60,Yes,6,9,48,Moderate
1,74,No,4,0,52,Moderate
9,45,No,7,4,42,Inefficient High Effort
2,67,No,6,4,41,Moderate
9,71,No,5,2,64,Stressed Burnout
2,81,No,9,4,57,Moderate
9,76,Yes,6,5,72,Inefficient High Effort
6,64,Yes,8,4,52,Optimal Balance
9,71,Yes,5,0,67,Stressed Burnout
6,74,Yes,8,6,61,Optimal Balance
6,61,Yes,7,2,51,Optimal Balance
2,63,Yes,4,6,42,Moderate
8,78,No,6,4,71,Moderate
3,93,Yes,6,2,74,Moderate
7,69,No,8,5,62,Moderate
5,89,No,8,0,76,Optimal Balance
3,71,No,4,5,50,Moderate
1,70,No,6,3,42,Moderate
8,62,No,4,3,55,Stressed Burnout
3,79,Yes,8,4,60,Moderate
2,72,Yes,9,8,52,Moderate
1,64,Yes,8,0,36,Moderate
4,75,No,5,2,53,Moderate
8,63,Yes,8,3,54,Moderate
3,70,Yes,8,1,47,Moderate
1,97,No,9,8,70,Moderate
4,78,No,4,6,62,Moderate
9,85,Yes,5,0,82,Stressed Burnout
1,52,No,5,8,26,Moderate
2,49,No,6,5,25,Moderate
9,62,No,9,1,55,Moderate
2,57,Yes,7,0,34,Moderate
3,71,No,6,5,51,Moderate
7,72,No,6,6,63,Moderate
3,75,No,6,9,54,Moderate
9,67,No,5,5,62,Stressed Burnout
6,55,No,4,6,43,Moderate
3,55,Yes,8,5,34,Moderate
9,57,Yes,5,7,56,Stressed Burnout
1,47,No,8,1,24,Moderate
3,81,No,8,8,65,Moderate
1,55,Yes,7,8,31,Moderate
2,94,Yes,6,8,72,Moderate
8,95,No,7,6,90,Moderate
7,50,No,6,8,43,Moderate
2,45,Yes,5,0,23,Moderate
2,40,No,8,2,18,Moderate
9,51,No,7,1,44,Inefficient High Effort
6,96,Yes,9,0,84,Moderate
5,77,Yes,5,4,62,Moderate
6,67,Yes,5,0,56,Moderate
9,84,Yes,9,2,87,Moderate
7,97,No,6,5,89,Moderate
9,56,No,8,5,55,Moderate
4,40,No,6,2,18,Moderate
2,71,No,6,3,46,Moderate
8,47,Yes,5,6,42,Stressed Burnout
4,93,Yes,6,5,72,Moderate
9,79,No,4,1,75,Stressed Burnout
4,95,No,9,8,79,Moderate
8,82,No,9,5,78,Moderate
9,85,Yes,8,1,81,Moderate
9,63,Yes,9,6,63,Moderate
4,49,Yes,6,9,35,Moderate
1,86,No,6,9,63,Moderate
3,78,No,7,3,59,Moderate
9,78,No,8,0,76,Moderate
4,49,Yes,8,9,33,Optimal Balance
5,75,No,9,8,62,Moderate
7,64,Yes,6,9,58,Moderate
5,99,No,4,7,82,Moderate
4,89,No,7,4,73,Optimal Balance
2,98,Yes,4,2,75,Moderate
2,96,Yes,6,3,71,Moderate
4,49,No,8,2,30,Optimal Balance
9,58,Yes,8,9,58,Moderate
8,85,Yes,4,7,80,Stressed Burnout
3,84,Yes,5,4,65,Moderate
9,54,Yes,6,7,51,Inefficient High Effort
5,55,Yes,8,0,44,Optimal Balance
3,41,No,9,8,23,Moderate
5,68,No,5,9,56,Moderate
4,43,No,8,2,25,Optimal Balance
8,92,No,9,0,89,Moderate
5,89,Yes,8,2,75,Optimal Balance
8,68,No,5,1,60,Stressed Burnout
9,70,Yes,4,6,64,Stressed Burnout
4,56,No,6,9,40,Moderate
7,49,No,5,3,37,Stressed Burnout
2,66,Yes,5,6,42,Moderate
6,92,No,8,2,78,Optimal Balance
8,80,No,9,5,72,Moderate
7,54,No,5,6,44,Stressed Burnout
7,99,No,6,6,89,Moderate
8,83,No,4,4,77,Stressed Burnout
7,70,No,9,5,62,Moderate
5,60,No,4,2,46,Moderate
7,99,Yes,4,3,94,Stressed Burnout
3,98,No,6,5,80,Moderate
5,97,No,8,2,83,Optimal Balance
7,80,No,9,6,74,Moderate
9,85,No,9,2,85,Moderate
2,84,No,6,8,61,Moderate
4,99,No,9,3,85,Moderate
7,65,Yes,5,1,58,Stressed Burnout
1,77,No,7,5,52,Moderate
2,90,No,7,8,69,Moderate
9,75,Yes,7,9,78,Inefficient High Effort
7,91,Yes,4,9,82,Stressed Burnout
7,56,No,9,1,47,Moderate
6,90,No,6,3,79,Moderate
3,42,No,9,4,21,Moderate
3,53,Yes,6,8,33,Moderate
2,88,Yes,9,6,65,Moderate
6,52,No,4,4,35,Moderate
4,80,No,5,5,63,Moderate
5,66,Yes,7,8,50,Optimal Balance
3,40,Yes,7,3,18,Moderate
6,96,Yes,9,1,88,Moderate
3,56,Yes,4,4,35,Moderate
8,87,No,7,6,82,Moderate
9,89,Yes,9,3,87,Moderate
4,73,Yes,8,0,59,Optimal Balance
9,53,No,9,7,56,Moderate
7,93,Yes,6,4,86,Moderate
3,94,No,7,9,70,Moderate
7,98,Yes,7,1,90,Moderate
1,56,No,8,2,28,Moderate
3,42,Yes,5,9,21,Moderate
6,73,No,9,9,64,Moderate
4,79,No,5,4,61,Moderate
7,64,Yes,9,3,54,Moderate
3,41,No,8,8,20,Moderate
1,73,No,5,8,49,Moderate
9,65,Yes,4,7,65,Stressed Burnout
6,70,No,8,1,61,Optimal Balance
8,48,No,9,4,40,Moderate
3,69,Yes,6,7,49,Moderate
8,59,Yes,6,7,52,Moderate
2,60,No,6,6,38,Moderate
4,68,No,9,3,51,Moderate
3,98,No,7,2,76,Moderate
1,64,No,8,7,42,Moderate
7,77,No,8,7,68,Moderate
2,97,Yes,5,9,77,Moderate
4,83,No,8,4,65,Optimal Balance
9,64,Yes,8,2,63,Moderate
6,48,Yes,5,4,35,Moderate
8,78,Yes,8,3,71,Moderate
2,83,Yes,8,7,64,Moderate
7,65,No,4,1,53,Stressed Burnout
6,96,No,9,7,87,Moderate
9,76,No,5,9,71,Stressed Burnout
7,55,Yes,4,5,43,Stressed Burnout
1,76,Yes,7,3,54,Moderate
8,51,No,5,2,44,Stressed Burnout
3,63,Yes,9,9,45,Moderate
2,65,No,8,4,42,Moderate
3,59,Yes,8,5,38,Moderate
6,48,Yes,4,0,36,Moderate
3,62,Yes,4,0,43,Moderate
5,78,Yes,7,9,67,Optimal Balance
6,68,Yes,7,2,58,Optimal Balance
8,70,Yes,9,1,64,Moderate
7,58,Yes,8,0,51,Moderate
8,59,No,6,7,57,Moderate
3,62,No,7,0,40,Moderate
4,82,Yes,8,9,68,Optimal Balance
6,66,Yes,7,7,58,Optimal Balance
7,69,No,5,4,63,Stressed Burnout
9,60,Yes,4,3,56,Stressed Burnout
1,83,No,8,7,60,Moderate
8,74,No,7,7,68,Moderate
8,88,No,4,7,82,Stressed Burnout
6,46,No,6,2,33,Moderate
4,61,No,7,7,47,Optimal Balance
3,49,Yes,8,0,32,Moderate
3,62,Yes,5,3,39,Moderate
6,54,No,4,4,41,Moderate
8,69,Yes,4,5,61,Stressed Burnout
7,73,No,5,4,63,Stressed Burnout
1,52,Yes,8,4,27,Moderate
6,99,Yes,9,4,88,Moderate
7,43,Yes,6,8,35,Moderate
7,57,Yes,9,9,48,Moderate
9,95,Yes,5,9,95,Stressed Burnout
5,62,Yes,6,2,48,Moderate
1,72,Yes,8,1,45,Moderate
2,73,Yes,7,9,49,Moderate
4,73,No,7,1,57,Optimal Balance
5,75,No,9,7,61,Moderate
9,74,Yes,8,4,75,Moderate
1,56,Yes,6,4,26,Moderate
3,67,Yes,9,5,47,Moderate
5,53,No,5,8,37,Moderate
3,73,Yes,9,6,55,Moderate
4,87,Yes,8,4,73,Optimal Balance
3,50,No,8,4,30,Moderate
4,96,No,7,9,80,Optimal Balance
1,52,No,5,8,24,Moderate
8,72,Yes,7,8,66,Moderate
4,96,No,6,1,77,Moderate
7,94,Yes,6,6,86,Moderate
2,41,No,4,9,13,Moderate
2,73,Yes,8,0,52,Moderate
6,92,Yes,5,3,80,Moderate
2,68,Yes,5,1,44,Moderate
6,76,No,7,9,68,Optimal Balance
2,43,Yes,9,8,23,Moderate
4,51,Yes,9,5,36,Moderate
7,65,Yes,7,3,58,Moderate
8,97,No,9,2,91,Moderate
3,67,Yes,5,3,48,Moderate
9,42,Yes,7,1,40,Inefficient High Effort
2,59,Yes,9,4,33,Moderate
8,49,Yes,4,8,46,Stressed Burnout
8,91,No,8,5,87,Moderate
4,57,Yes,4,1,39,Moderate
1,92,No,9,5,70,Moderate
1,92,No,6,8,67,Moderate
2,92,Yes,5,3,68,Moderate
9,66,No,4,0,61,Stressed Burnout
2,70,No,4,1,51,Moderate
2,66,No,7,4,43,Moderate
6,81,Yes,7,9,70,Optimal Balance
7,40,No,7,6,34,Moderate
7,45,No,9,7,33,Moderate
9,50,Yes,6,2,46,Inefficient High Effort
6,73,Yes,4,8,60,Moderate
8,78,No,8,1,73,Moderate
6,59,No,7,3,47,Optimal Balance
2,92,No,6,3,67,Moderate
1,60,Yes,9,5,37,Moderate
5,60,No,6,9,44,Moderate
9,57,Yes,7,5,55,Inefficient High Effort
8,60,No,5,2,52,Stressed Burnout
4,58,No,4,8,42,Moderate
5,43,Yes,7,4,28,Optimal Balance
5,52,No,8,1,31,Optimal Balance
6,57,Yes,4,5,42,Moderate
3,91,No,6,2,71,Moderate
5,68,Yes,8,7,54,Optimal Balance
2,64,Yes,4,2,42,Moderate
1,95,No,8,4,68,Moderate
1,52,Yes,6,3,27,Moderate
7,66,No,7,3,59,Moderate
2,99,Yes,8,1,77,Moderate
4,58,Yes,7,7,43,Optimal Balance
5,88,Yes,6,2,73,Moderate
7,40,No,6,3,31,Moderate
2,77,Yes,8,5,55,Moderate
6,58,Yes,8,8,49,Optimal Balance
1,91,Yes,6,3,65,Moderate
7,40,No,8,2,30,Moderate
9,79,No,8,4,75,Moderate
5,56,Yes,8,8,43,Optimal Balance
5,60,Yes,9,0,49,Moderate
4,61,No,8,4,44,Optimal Balance
3,54,Yes,4,3,35,Moderate
9,89,Yes,6,4,88,Inefficient High Effort
5,78,Yes,6,6,65,Moderate
8,87,Yes,5,6,82,Stressed Burnout
9,78,Yes,7,6,76,Inefficient High Effort
5,71,Yes,5,0,54,Moderate
9,88,No,8,8,90,Moderate
2,43,Yes,8,6,23,Moderate
9,83,Yes,4,3,79,Stressed Burnout
4,84,No,4,3,65,Moderate
6,71,No,4,1,59,Moderate
6,43,No,4,5,28,Moderate
6,92,No,4,9,79,Moderate
2,40,Yes,4,2,11,Moderate
7,72,No,4,0,61,Stressed Burnout
6,46,Yes,4,4,36,Moderate
1,48,No,9,5,22,Moderate
2,40,No,4,4,20,Moderate
7,55,No,6,4,45,Moderate
1,57,Yes,4,9,32,Moderate
1,93,No,7,7,68,Moderate
1,86,No,4,9,55,Moderate
8,45,No,9,0,38,Moderate
4,41,Yes,8,7,23,Optimal Balance
4,48,Yes,9,6,33,Moderate
2,43,No,9,0,22,Moderate
1,84,Yes,8,8,60,Moderate
9,62,No,4,3,58,Stressed Burnout
7,93,Yes,4,6,84,Stressed Burnout
4,82,No,8,2,67,Optimal Balance
6,84,Yes,7,7,79,Optimal Balance
2,82,No,5,3,61,Moderate
7,90,Yes,6,1,80,Moderate
2,47,Yes,8,1,27,Moderate
8,78,No,4,7,72,Stressed Burnout
8,64,No,6,7,61,Moderate
1,55,Yes,4,0,25,Moderate
8,74,No,5,5,67,Stressed Burnout
2,56,No,5,8,33,Moderate
6,57,No,8,8,46,Optimal Balance
1,99,No,6,1,73,Moderate
5,66,Yes,9,7,54,Moderate
7,54,No,6,7,44,Moderate
1,99,Yes,9,3,74,Moderate
2,56,Yes,5,3,31,Moderate
7,82,No,4,4,73,Stressed Burnout
6,44,No,9,9,34,Moderate
3,55,Yes,9,6,36,Moderate
2,54,No,8,0,27,Moderate
4,81,No,7,8,66,Optimal Balance
3,85,Yes,5,2,66,Moderate
7,73,Yes,9,3,64,Moderate
8,87,Yes,5,6,82,Stressed Burnout
2,58,No,8,4,34,Moderate
7,47,No,4,4,38,Stressed Burnout
8,86,Yes,6,0,79,Moderate
6,49,Yes,5,1,35,Moderate
6,44,No,8,4,33,Optimal Balance
1,91,No,8,1,65,Moderate
4,87,No,8,0,69,Optimal Balance
1,92,Yes,6,9,66,Moderate
4,65,No,5,2,45,Moderate
2,61,No,9,0,37,Moderate
5,83,Yes,8,9,71,Optimal Balance
9,62,No,6,7,59,Inefficient High Effort
3,52,Yes,4,7,32,Moderate
8,48,No,7,7,40,Moderate
3,88,Yes,5,6,73,Moderate
6,59,Yes,6,6,48,Moderate
4,67,Yes,7,1,52,Optimal Balance
8,83,No,7,8,79,Moderate
6,96,No,6,6,85,Moderate
8,76,No,9,4,72,Moderate
1,63,No,9,3,39,Moderate
6,83,Yes,6,7,72,Moderate
1,72,No,6,4,51,Moderate
1,59,No,8,5,36,Moderate
8,99,Yes,4,3,89,Stressed Burnout
7,87,Yes,9,1,82,Moderate
3,69,Yes,8,6,51,Moderate
6,83,Yes,7,1,75,Optimal Balance
9,48,No,7,6,44,Inefficient High Effort
7,84,Yes,7,6,72,Moderate
3,88,No,6,0,66,Moderate
6,56,No,5,9,41,Moderate
4,75,Yes,8,9,59,Optimal Balance
3,53,Yes,5,2,31,Moderate
9,58,Yes,4,2,54,Stressed Burnout
2,46,Yes,4,5,23,Moderate
1,98,Yes,8,2,75,Moderate
2,42,No,7,8,21,Moderate
7,72,Yes,9,4,69,Moderate
1,83,No,4,5,56,Moderate
6,71,Yes,5,5,60,Moderate
7,86,No,5,7,79,Stressed Burnout
9,50,No,9,9,47,Moderate
8,81,No,6,2,72,Moderate
6,41,Yes,7,8,31,Optimal Balance
3,65,Yes,6,6,45,Moderate
8,43,Yes,8,5,40,Moderate
7,56,No,4,0,46,Stressed Burnout
3,56,No,9,3,38,Moderate
9,67,Yes,9,4,64,Moderate
2,69,Yes,9,1,46,Moderate
3,79,No,6,0,58,Moderate
2,62,No,6,1,37,Moderate
1,85,Yes,8,7,62,Moderate
4,63,Yes,5,9,49,Moderate
5,68,Yes,5,5,53,Moderate
6,43,No,8,9,30,Optimal Balance
5,77,No,9,1,59,Moderate
1,68,Yes,5,8,40,Moderate
3,58,Yes,8,7,37,Moderate
1,66,Yes,5,3,41,Moderate
5,68,Yes,8,9,56,Optimal Balance
5,95,Yes,5,6,81,Moderate
6,75,No,9,2,66,Moderate
8,74,Yes,6,5,71,Moderate
1,91,No,6,2,64,Moderate
4,45,No,9,9,31,Moderate
1,98,No,5,2,72,Moderate
9,62,No,9,8,57,Moderate
7,78,No,8,5,67,Moderate
7,85,No,6,7,76,Moderate
5,83,No,4,3,68,Moderate
7,87,No,5,3,78,Stressed Burnout
2,91,Yes,4,7,68,Moderate
4,47,Yes,4,6,25,Moderate
7,94,Yes,7,4,86,Moderate
3,41,Yes,4,1,15,Moderate
2,52,Yes,4,5,28,Moderate
2,79,No,9,0,58,Moderate
1,96,No,7,6,72,Moderate
5,60,No,7,8,45,Optimal Balance
6,70,No,7,4,59,Optimal Balance
6,91,No,8,4,78,Optimal Balance
9,87,Yes,7,6,84,Inefficient High Effort
4,75,Yes,9,4,56,Moderate
1,87,No,8,9,62,Moderate
6,91,Yes,5,3,78,Moderate
5,77,Yes,8,0,62,Optimal Balance
6,66,Yes,5,5,54,Moderate
3,75,Yes,7,8,57,Moderate
2,87,Yes,7,3,61,Moderate
6,62,No,5,9,49,Moderate
1,94,Yes,6,3,71,Moderate
7,60,Yes,9,4,55,Moderate
7,52,No,8,5,44,Moderate
7,76,No,9,2,68,Moderate
1,86,No,9,8,60,Moderate
4,65,No,4,0,45,Moderate
7,79,No,7,5,72,Moderate
9,46,No,8,5,41,Moderate
5,85,No,9,7,73,Moderate
2,78,No,8,4,57,Moderate
7,61,Yes,9,8,55,Moderate
1,78,No,7,8,53,Moderate
7,62,No,9,1,53,Moderate
6,97,Yes,5,4,87,Moderate
7,69,No,7,6,61,Moderate
3,57,No,8,1,38,Moderate
3,81,No,6,6,60,Moderate
7,57,No,9,8,49,Moderate
2,85,Yes,5,7,64,Moderate
1,49,Yes,7,9,23,Moderate
9,78,No,4,8,72,Stressed Burnout
9,69,Yes,7,3,71,Inefficient High Effort
7,65,Yes,8,7,59,Moderate
7,46,Yes,8,8,38,Moderate
3,46,Yes,4,9,24,Moderate
2,44,Yes,5,1,18,Moderate
7,40,Yes,8,9,33,Moderate
9,85,No,5,2,81,Stressed Burnout
1,57,No,5,0,30,Moderate
4,52,Yes,7,0,32,Optimal Balance
6,64,Yes,5,9,50,Moderate
7,79,Yes,9,5,73,Moderate
7,47,No,8,0,38,Moderate
2,49,No,8,4,28,Moderate
4,71,No,6,5,57,Moderate
5,56,No,5,8,41,Moderate
1,77,No,6,5,52,Moderate
1,54,No,7,3,26,Moderate
3,54,Yes,6,0,28,Moderate
3,96,No,5,5,74,Moderate
8,87,No,8,6,81,Moderate
9,79,No,7,4,81,Inefficient High Effort
1,90,Yes,5,5,61,Moderate
2,59,No,7,9,38,Moderate
2,54,Yes,4,7,29,Moderate
4,74,Yes,5,0,57,Moderate
2,45,No,4,7,21,Moderate
7,69,No,6,1,57,Moderate
9,96,No,5,1,94,Stressed Burnout
7,47,Yes,4,7,39,Stressed Burnout
6,70,No,9,1,59,Moderate
1,87,Yes,8,7,64,Moderate
9,86,Yes,6,4,83,Inefficient High Effort
5,71,No,5,8,53,Moderate
5,84,No,5,8,70,Moderate
6,97,No,8,7,92,Optimal Balance
9,91,Yes,8,8,92,Moderate
8,54,No,4,6,47,Stressed Burnout
8,57,Yes,4,7,51,Stressed Burnout
8,52,No,4,5,45,Stressed Burnout
1,63,Yes,7,8,34,Moderate
1,79,No,6,1,50,Moderate
8,53,No,5,2,45,Stressed Burnout
5,67,Yes,6,1,54,Moderate
9,50,Yes,8,5,52,Moderate
2,45,No,9,2,20,Moderate
9,95,Yes,6,0,93,Inefficient High Effort
8,64,Yes,6,3,53,Moderate
9,40,Yes,4,4,35,Stressed Burnout
4,64,Yes,8,3,48,Optimal Balance
1,41,No,6,5,18,Moderate
1,71,Yes,5,2,43,Moderate
5,52,No,4,9,36,Moderate
2,72,No,6,5,51,Moderate
8,71,No,8,9,65,Moderate
5,95,Yes,9,0,81,Moderate
5,63,No,5,5,45,Moderate
2,66,No,9,7,46,Moderate
7,43,No,8,9,32,Moderate
8,63,No,8,7,60,Moderate
1,62,No,8,0,33,Moderate
2,68,Yes,9,6,45,Moderate
4,73,No,7,9,54,Optimal Balance
5,60,Yes,5,9,46,Moderate
2,69,No,8,3,49,Moderate
1,65,No,7,5,38,Moderate
9,59,Yes,4,5,53,Stressed Burnout
1,55,Yes,7,4,30,Moderate
4,42,No,4,9,24,Moderate
2,88,No,9,8,69,Moderate
4,76,No,7,9,57,Optimal Balance
8,97,No,9,7,94,Moderate
8,79,No,8,5,77,Moderate
9,83,Yes,7,3,79,Inefficient High Effort
5,64,No,7,3,50,Optimal Balance
7,62,No,8,8,52,Moderate
3,83,Yes,4,3,64,Moderate
4,98,Yes,8,6,86,Optimal Balance
9,40,No,5,5,33,Stressed Burnout
1,72,Yes,7,1,47,Moderate
2,54,Yes,5,4,31,Moderate
5,56,Yes,8,2,42,Optimal Balance
3,73,No,9,8,54,Moderate
2,56,No,8,9,33,Moderate
1,91,No,6,0,61,Moderate
3,97,Yes,5,9,78,Moderate
1,80,No,6,3,55,Moderate
1,83,No,5,3,59,Moderate
1,43,Yes,9,8,20,Moderate
8,52,No,6,0,43,Moderate
3,43,Yes,6,1,19,Moderate
1,46,Yes,5,0,17,Moderate
7,85,Yes,8,0,73,Moderate
3,98,Yes,4,0,72,Moderate
8,48,No,8,2,39,Moderate
4,62,No,4,3,44,Moderate
4,72,No,5,9,52,Moderate
5,72,Yes,7,1,58,Optimal Balance
6,59,No,8,0,45,Optimal Balance
7,43,No,6,4,36,Moderate
4,40,Yes,8,5,22,Optimal Balance
8,93,Yes,5,1,86,Stressed Burnout
6,81,No,7,2,68,Optimal Balance
1,73,Yes,7,9,47,Moderate
1,66,No,8,2,40,Moderate
9,60,Yes,8,1,58,Moderate
6,63,Yes,9,3,53,Moderate
8,54,No,8,4,46,Moderate
7,74,Yes,5,7,66,Stressed Burnout
6,64,Yes,4,5,49,Moderate
4,94,Yes,9,8,77,Moderate
7,48,No,4,2,36,Stressed Burnout
9,56,No,6,9,55,Inefficient High Effort
7,60,No,5,8,49,Stressed Burnout
1,99,Yes,9,3,76,Moderate
